ntsb_no,aircraft_key,ev_date,ev_month,ev_weekday,latitude,longitude,ev_city,ev_state,ev_country,inj_tot_f,inj_tot_s,ev_highest_injury,damage,far_part,acft_category,type_fly,CICTTEvent,CICTTPhase
WPR13CA079,1,1/1/2013,1,Tuesday,423428N,1215226W,Chiloquin,OR,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
WPR13LA082,1,1/2/2013,1,Wednesday,361238N,1151140W,North Las Vegas,NV,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
WPR13FA083,1,1/2/2013,1,Wednesday,350358N,1203706W,Oceano,CA,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,MNV
WPR13FA080,1,1/2/2013,1,Wednesday,354337N,1190945W,Delano,CA,USA,1,0,FATL,DEST,091 ,HELI,OWRK,UIMC,MNV
CEN13FA122,1,1/2/2013,1,Wednesday,430834N,0932858W,Clear Lake,IA,USA,3,0,FATL,DEST,091 ,HELI,POSI,LOC-I,ENR
ERA13FA101,1,1/1/2013,1,Tuesday,335310N,0871900W,Jasper,AL,USA,3,0,FATL,DEST,091 ,AIR ,PERS,OTHR,UND
ERA13LA104,1,1/2/2013,1,Wednesday,275456N,0822658W,Tampa,FL,USA,0,0,NONE,SUBS,091 ,HELI,INST,ARC,EMG
CEN13CA124,1,1/2/2013,1,Wednesday,305556N,0994833W,Menard,TX,USA,0,0,NONE,SUBS,091 ,HELI,PERS,ARC,LDG
ERA13FA105,1,1/4/2013,1,Friday,292732N,0811108W,Palm Coast,FL,USA,3,0,FATL,DEST,091 ,AIR ,PERS,SCF-PP,APR
ANC13CA019,1,1/4/2013,1,Friday,615419N,1485525W,Palmer,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13FA086,1,1/6/2013,1,Sunday,354237N,1185414W,Woody,CA,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,ENR
ERA13CA107,1,1/7/2013,1,Monday,371014N,0833455W,Bear Branch,KY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,ENR
CEN13FA130,1,1/11/2013,1,Friday,411206N,1002813W,Maxwell,NE,USA,4,0,FATL,DEST,091 ,AIR ,BUS ,LOC-I,ENR
CEN13LA127,1,1/2/2013,1,Wednesday,413925N,0860205W,Elkhart,IN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN13CA129,1,1/11/2013,1,Friday,455145N,0952400W,Alexandria,MN,USA,0,0,NONE,SUBS,135 ,AIR ,,RE,LDG
CEN13FA131,1,1/12/2013,1,Saturday,333945N,0953252W,Paris,TX,USA,3,0,FATL,DEST,091 ,AIR ,EXEC,LOC-I,ENR
ERA13FA109,1,1/12/2013,1,Saturday,272310N,0823343W,Sarasota,FL,USA,2,0,FATL,DEST,091 ,AIR ,PERS,UNK,ICL
ERA13LA110,1,1/12/2013,1,Saturday,335858N,0834003W,Winder,GA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,APR
ERA13LA113,1,1/13/2013,1,Sunday,355404N,0754205W,Manteo,NC,USA,1,0,FATL,DEST,091 ,AIR ,PERS,CFIT,APR
CEN13LA132,1,1/7/2013,1,Monday,341352N,0953715W,Antlers,OK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,ENR
CEN13CA133,1,1/11/2013,1,Friday,414128N,0933359W,Ankeny,IA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,CFIT,APR
ERA13LA111,1,1/13/2013,1,Sunday,391021N,0752925W,Dover,DE,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,FUEL,APR
ERA13LA112,1,1/11/2013,1,Friday,275616N,0821604W,Brandon,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
CEN13CA134,1,1/10/2013,1,Thursday,345856N,1060018W,Moriarty,NM,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,ENR
WPR13CA092,1,1/10/2013,1,Thursday,335526N,1121404W,Lake Pleasant,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
CEN13FA135,1,1/15/2013,1,Tuesday,453348N,0844934W,Pellston,MI,USA,1,0,FATL,DEST,135 ,AIR ,,UIMC,ICL
CEN13CA136,1,1/15/2013,1,Tuesday,405300N,0831852W,Upper Sandusky,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA13FA115,1,1/16/2013,1,Wednesday,360647N,0792513W,Burlington,NC,USA,1,0,FATL,DEST,091 ,AIR ,EXEC,LOC-I,ICL
WPR13LA094,1,1/18/2013,1,Friday,413523N,1090332W,Rock Springs,WY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,APR
CEN13FA137,1,1/19/2013,1,Saturday,355500N,0993531W,Mangum,OK,USA,3,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,ENR
WPR13FA095,1,1/19/2013,1,Saturday,374942N,1112440W,Boulder,UT,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,CFIT,MNV
WPR13CA097,1,1/21/2013,1,Monday,320831N,1111028W,Tucson,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ANC13CA020,1,1/5/2013,1,Saturday,623100N,1512900W,Skwentna,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,TXI
WPR13LA099,1,1/22/2013,1,Tuesday,332723N,1114325W,Mesa,AZ,USA,0,0,NONE,SUBS,091 ,HELI,PERS,ARC,EMG
CEN13LA141,1,1/23/2013,1,Wednesday,331040N,0963520W,McKinney,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13LA117,1,1/22/2013,1,Tuesday,412317N,0732547W,Danbury,CT,USA,0,0,NONE,SUBS,091 ,AIR ,INST,FUEL,APR
CEN13CA139,1,1/17/2013,1,Thursday,395448N,0942401W,Phillipsburg,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,STD
WPR13LA101,1,1/24/2013,1,Thursday,472426N,1234120W,Matlock,WA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,ENR
CEN13CA142,1,1/23/2013,1,Wednesday,403951N,0894136W,Peoria,IL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,TOF
CEN13FA143,1,1/24/2013,1,Thursday,322725N,0920431W,Richwood,LA,USA,4,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,APR
WPR13LA102,1,1/17/2013,1,Thursday,441514N,1210854W,Redmond,OR,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-NP,APR
WPR13CA103,1,1/18/2013,1,Friday,360128N,1190328W,Porterville,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,FUEL,ENR
WPR13CA104,1,1/14/2013,1,Monday,334812N,1182022W,Torrance,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13LA121,1,1/27/2013,1,Sunday,405724N,0735406W,Yonkers,NY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
DCA13FA043,1,1/25/2013,1,Friday,395124N,1043937W,Denver,CO,USA,0,0,NONE,SUBS,121 ,AIR ,,ARC,LDG
CEN13CA144,1,1/27/2013,1,Sunday,411617N,0855014W,Warsaw,IN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13CA120,1,1/26/2013,1,Saturday,300908N,0823935W,Lake City,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,LDG
WPR13LA106,1,1/26/2013,1,Saturday,372230N,1203404W,Atwater,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,APR
CEN13CA145,1,1/29/2013,1,Tuesday,400303N,0832312W,London,OH,USA,0,0,NONE,SUBS,091 ,HELI,PERS,SCF-PP,ENR
WPR13CA107,1,1/30/2013,1,Wednesday,440437N,0914229W,Kona,HI,USA,0,0,NONE,SUBS,091 ,HELI,INST,ARC,EMG
CEN13LA147,1,1/28/2013,1,Monday,333906N,0971150W,Gainsville,TX,USA,0,0,NONE,SUBS,091 ,GYRO,FLTS,LOC-I,ICL
ERA13CA123,1,1/27/2013,1,Sunday,400712N,0761723W,Lancaster,PA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,GCOL,TXI
WPR13LA108,1,2/2/2013,2,Saturday,414728N,1115105W,Wellsville,UT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
WPR13LA109,1,2/1/2013,2,Friday,405209N,1115537W,Bountiful,UT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,TOF
WPR13LA112,1,2/2/2013,2,Saturday,341250N,1190540W,Camarillo,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13LA113,1,2/2/2013,2,Saturday,324449N,1101419W,Wilcox,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
CEN13CA151,1,2/1/2013,2,Friday,374641N,0891507W,Murphysboro,IL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,RE,TOF
CEN13LA152,1,1/31/2013,1,Thursday,284513N,0965903W,Victoria,TX,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,SCF-PP,MNV
ERA13LA126,1,2/4/2013,2,Monday,323208N,0830325W,Montrose,GA,USA,0,0,NONE,SUBS,091 ,GYRO,INST,SCF-PP,ENR
WPR13CA114,1,2/1/2013,2,Friday,435700N,1075700W,Worland,WY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13FA115,1,2/6/2013,2,Wednesday,325721N,1114558W,Casa Grande,AZ,USA,2,0,FATL,DEST,091 ,AIR ,INST,LOC-I,APR
WPR13FA116,1,2/6/2013,2,Wednesday,385853N,1192934W,Minden,NV,USA,1,0,FATL,DEST,091 ,AIR ,PERS,UNK,UND
WPR13CA117,1,2/6/2013,2,Wednesday,485312N,1115518W,Sunburst,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,TOF
ERA13LA129,1,2/7/2013,2,Thursday,360801N,0801319W,Winston-Salem,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR13FA118,1,2/8/2013,2,Friday,320724N,1111153W,Tucson,AZ,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,UNK,APR
WPR13CA120,1,2/10/2013,2,Sunday,355622N,1201244W,Shandon,CA,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,SCF-PP,MNV
WPR13FA119,1,2/10/2013,2,Sunday,342616N,1181348W,Acton,CA,USA,3,0,FATL,SUBS,091 ,HELI,OWRK,AMAN,MNV
CEN13LA155,1,2/6/2013,2,Wednesday,361154N,0955317W,Tulsa,OK,USA,0,0,NONE,SUBS,091 ,HELI,BUS ,RAMP,STD
CEN13WA156,1,2/9/2013,2,Saturday,502733N,0042713E,Charloeri,,BE,5,0,FATL,DEST,NUSN,AIR ,PERS,UNK,UNK
CEN13LA157,1,2/8/2013,2,Friday,313515N,1013033W,Garden City,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13CA153,1,2/8/2013,2,Friday,384141N,0964828W,Herington,KS,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,APR
CEN13LA158,1,2/11/2013,2,Monday,354040N,1064031W,Ponderosa,NM,USA,0,0,NONE,SUBS,091 ,HELI,AOBV,SCF-PP,ENR
WPR13FA123,1,2/13/2013,2,Wednesday,382948N,1215658W,Winters,CA,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,SCF-NP,ENR
WPR13CA124,1,2/13/2013,2,Wednesday,471818N,1193055W,Ephrata,WA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
ERA13FA131,1,2/13/2013,2,Wednesday,290246N,0805725W,New Smyrna Beach,FL,USA,1,0,FATL,DEST,091 ,AIR ,PERS,SCF-PP,ICL
ERA13CA132,1,2/9/2013,2,Saturday,353000N,0864800W,Lewisburg,TN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,AMAN,LDG
CEN13CA162,1,2/14/2013,2,Thursday,323031N,0993626W,Abilene,TX,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,FUEL,ENR
CEN13CA161,1,2/12/2013,2,Tuesday,425612N,0854820W,Jenison,MI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA13FA133,1,2/14/2013,2,Thursday,273701N,0804254W,Yeehaw Junction,FL,USA,3,0,FATL,SUBS,091 ,AIR ,PERS,UIMC,ENR
ERA13LA134,1,2/14/2013,2,Thursday,405804N,0763620W,Danville,PA,USA,0,0,NONE,SUBS,135 ,HELI,,CFIT,APR
ANC13CA023,1,2/16/2013,2,Saturday,535334N,1663225W,Dutch Harbor,AK,USA,0,0,NONE,SUBS,135 ,AIR ,,LOC-G,LDG
CEN13LA163,1,2/15/2013,2,Friday,301118N,0923756W,Jennings,LA,USA,1,0,FATL,SUBS,137 ,AIR ,AAPL,LOC-I,MNV
WPR13CA126,1,2/18/2013,2,Monday,342029N,1190325W,Santa Paula,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13GA128,1,2/18/2013,2,Monday,392853N,1155021W,Eureka,NV,USA,1,0,FATL,SUBS,PUBU,HELI,PUBF,LALT,MNV
CEN13LA164,1,2/16/2013,2,Saturday,412526N,0882507W,Morris,IL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,CFIT,EMG
ERA13LA138,1,2/15/2013,2,Friday,312917N,0850035W,Fort Gaines,GA,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,SCF-PP,ENR
CEN13LA167,1,2/7/2013,2,Thursday,335433N,0945134W,Idabel,OK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13CA169,1,2/14/2013,2,Thursday,374641N,0891507W,Murphysboro,IL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,BIRD,APR
ERA13MA139,1,2/20/2013,2,Wednesday,333146N,0822959W,Thomson,GA,USA,5,2,FATL,DEST,091 ,AIR ,EXEC,CFIT,APR
CEN13LA170,1,2/16/2013,2,Saturday,302351N,0973359W,Austin,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,TXI
CEN13FA172,1,2/20/2013,2,Wednesday,461418N,0951506W,Parkers Parairie,MN,USA,1,0,FATL,SUBS,091 ,AIR ,BUS ,FUEL,ENR
WPR13CA130,1,2/19/2013,2,Tuesday,460704N,1225354W,Kelso,WA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
CEN13LA171,1,2/13/2013,2,Wednesday,405803N,0981835W,Grand Island,NE,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,STD
WPR13LA132,1,2/17/2013,2,Sunday,425417N,1062731W,Casper,WY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TOF
ERA13CA140,1,2/17/2013,2,Sunday,362429N,0851822W,Livingston,TN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13FA174,1,2/22/2013,2,Friday,353356N,0973849W,Oklahoma City,OK,USA,2,1,FATL,SUBS,091 ,HELI,POSI,SCF-PP,ICL
ERA13CA141,1,2/20/2013,2,Wednesday,361947N,0773807W,Halifax,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13CA133,1,2/22/2013,2,Friday,443406N,1225817W,Lebanon,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,ICL
ERA13FA144,1,2/24/2013,2,Sunday,281531N,0822409W,Lutz,FL,USA,1,0,FATL,DEST,091 ,AIR ,PERS,UIMC,ICL
CEN13CA176,1,2/24/2013,2,Sunday,461648N,0934600W,Vineland,MN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR13LA134,1,2/26/2013,2,Tuesday,334760N,1121500W,Peoria,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,APR
ERA13CA146,1,2/18/2013,2,Monday,302859N,0863134W,Valparaiso,FL,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,ARC,LDG
ERA13LA148,1,2/27/2013,2,Wednesday,353457N,0790605W,Sanford,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,APR
CEN13LA179,1,2/27/2013,2,Wednesday,322615N,1073726W,Deming,NM,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,OTHR,ENR
ERA13CA149,1,2/24/2013,2,Sunday,322650N,0841533W,Rupert,GA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
ERA13CA150,1,2/28/2013,2,Thursday,310907N,0812328W,Brunswick,GA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA13LA151,1,3/2/2013,3,Saturday,440114N,0703832W,Naples,ME,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
CEN13FA183,1,3/3/2013,3,Sunday,362425N,1051728W,Angel Fire,NM,USA,4,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,TOF
CEN13LA186,1,3/4/2013,3,Monday,324119N,0961837W,Terrell,TX,USA,1,0,FATL,DEST,091 ,AIR ,PERS,SCF-NP,MNV
WPR13LA137,1,3/2/2013,3,Saturday,003040S,1563218E,Latangai Island,PO,PP,1,1,FATL,SUBS,091 ,HELI,AOBV,AMAN,MNV
ERA13CA154,1,3/4/2013,3,Monday,374831N,0852935W,Bardstown,KY,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-I,LDG
WPR13FA138,1,3/3/2013,3,Sunday,413045N,1063413W,Saratoga,WY,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,WSTRW,ENR
ANC13FA027,1,3/4/2013,3,Monday,621428N,1530916W,Nikolai,AK,USA,3,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,ENR
ERA13CA155,1,3/5/2013,3,Tuesday,331825N,0844607W,Newnan,GA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,GCOL,TXI
ANC13CA028,1,3/5/2013,3,Tuesday,623237N,1580550W,Flat,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOLI,ICL
WPR13CA139,1,3/2/2013,3,Saturday,433453N,1163123W,Nampa,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,GCOL,STD
CEN13CA187,1,2/2/2013,2,Saturday,435904N,0883324W,Oshkosh,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TXI
ANC13LA029,1,3/6/2013,3,Wednesday,605756N,1612545W,Bethel,AK,USA,0,0,NONE,SUBS,135 ,AIR ,,SCF-PP,ENR
ANC13FA030,1,3/8/2013,3,Friday,591904N,1582104W,Aleknagik,AK,USA,2,0,FATL,DEST,135 ,AIR ,,CFIT,ENR
WPR13FA141,1,3/9/2013,3,Saturday,474340N,1220150W,Woodinville,WA,USA,1,1,FATL,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
CEN13LA188,1,3/7/2013,3,Thursday,385051N,0944415W,Olathe,KS,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,TOF
CEN13CA189,1,3/11/2013,3,Monday,352805N,0980009W,El Reno,OK,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,TOF
ERA13CA163,1,2/24/2013,2,Sunday,344015N,0865035W,Greenbrier,AL,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,LALT,MNV
DCA13CA065,1,3/7/2013,3,Thursday,333812N,0842540W,Atlanta,GA,USA,0,0,NONE,SUBS,121 ,AIR ,,ARC,LDG
WPR13CA150,1,3/13/2013,3,Wednesday,365919N,1200645W,Madera,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13FA192,1,3/15/2013,3,Friday,300219N,0931003W,Grand Lake,LA,USA,3,0,FATL,DEST,091 ,HELI,OWRK,SCF-NP,MNV
CEN13LA194,1,3/14/2013,3,Thursday,363326N,1051519W,Eagle Nest,NM,USA,0,0,NONE,SUBS,091 ,HELI,INST,SCF-PP,ENR
CEN13LA195,1,3/13/2013,3,Wednesday,301311N,0962228W,Brenham,TX,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,APR
ERA13FA168,1,3/15/2013,3,Friday,261130N,0800922W,Fort Lauderdale,FL,USA,3,0,FATL,DEST,091 ,AIR ,FLTS,LOC-I,ICL
ERA13CA172,1,3/16/2013,3,Saturday,363212N,0865516W,Springfield,TN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA13CA170,1,3/15/2013,3,Friday,353100N,0824300W,Hendersonville,NC,USA,0,0,NONE,SUBS,091 ,AIR ,INST,CTOL,APR
CEN13FA196,1,3/17/2013,3,Sunday,,,South Bend,IN,USA,2,3,FATL,DEST,091 ,AIR ,BUS ,SCF-PP,ENR
WPR13LA154,1,3/18/2013,3,Monday,452532N,1225643W,Hillsboro,OR,USA,0,0,NONE,SUBS,091 ,AIR ,INST,OTHR,TOF
CEN13LA198,1,3/10/2013,3,Sunday,362220N,0940625W,Rogers,AR,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,TURB,LDG
CEN13LA199,1,3/15/2013,3,Friday,395432N,1050702W,Broomfield,CO,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOLI,ICL
WPR13CA153,1,3/18/2013,3,Monday,405219N,1115539W,Bountiful,UT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ANC13LA032,1,3/8/2013,3,Friday,625125N,1504207W,Talkeetna,AK,USA,0,0,NONE,SUBS,135 ,AIR ,,SCF-NP,TXI
ANC13LA033,1,3/14/2013,3,Thursday,610321N,1511349E,Tyonek,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
ANC13CA034,1,3/17/2013,3,Sunday,612800N,1502400W,Big Lake,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR13CA155,1,3/17/2013,3,Sunday,345108N,1122450W,Chino Valley,AZ,USA,0,0,NONE,SUBS,091 ,HELI,INST,ARC,LDG
ERA13LA175,1,3/16/2013,3,Saturday,284922N,0814831W,Leesburg,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,MNV
CEN13LA201,1,3/15/2013,3,Friday,445700N,0940401W,Winsted,MN,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,SCF-PP,APR
CEN13CA200,1,3/16/2013,3,Saturday,400312N,1062208W,Kremmling,CO,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
ERA13LA180,1,3/19/2013,3,Tuesday,283022N,0804702W,Titusville,FL,USA,0,0,NONE,SUBS,091 ,HELI,INST,SCF-PP,ICL
CEN13CA202,1,3/17/2013,3,Sunday,423934N,0832508W,Pontiac,MI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TXI
WPR13CA158,1,3/20/2013,3,Wednesday,325736N,1124025W,Gila Bend,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,INST,GCOL,TXI
CEN13CA203,1,3/21/2013,3,Thursday,355125N,1020046W,Dumas,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
ERA13CA181,1,3/24/2013,3,Sunday,283713N,0805004W,Tistusville,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,WSTRW,TXI
WPR13CA160,1,3/25/2013,3,Monday,340745N,1172405W,Rialto,CA,USA,0,0,NONE,SUBS,091 ,HELI,INST,LOC-I,MNV
WPR13LA161,1,3/25/2013,3,Monday,330239N,1115901W,Maricopa,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
CEN13CA206,1,2/13/2013,2,Wednesday,291231N,0993133W,Sabinal,TX,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,UIMC,APR
ANC13CA035,1,3/24/2013,3,Sunday,661027N,1490713W,Stevens Village,AK,USA,0,0,NONE,SUBS,133 ,HELI,BUS ,LOC-G,LDG
WPR13CA162,1,3/19/2013,3,Tuesday,332723N,1114325W,Mesa,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13CA164,1,3/23/2013,3,Saturday,335211N,1175828W,Fullerton,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-I,TOF
WPR13CA165,1,3/23/2013,3,Saturday,484510N,1222830W,Bellingham,WA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
CEN13FA205,1,3/26/2013,3,Tuesday,324226N,0983727W,Caddo,TX,USA,1,0,FATL,SUBS,091 ,HELI,PERS,LOC-I,LDG
CEN13LA204,1,3/23/2013,3,Saturday,412653N,0903027W,Cordova,IL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,MNV
CEN13CA207,1,3/26/2013,3,Tuesday,305456N,1025458W,Fort Stockton,TX,USA,0,0,NONE,SUBS,091 ,AIR ,INST,OTHR,APR
CEN13LA208,1,3/27/2013,3,Wednesday,350449N,1014523W,Amarillo,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR13CA166,1,3/16/2013,3,Saturday,381516N,1222602W,Sonoma,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
WPR13LA167,1,3/27/2013,3,Wednesday,422833N,1142910W,Twin Falls,ID,USA,0,0,NONE,SUBS,091 ,HELI,INST,SCF-PP,APR
CEN13LA209,1,3/26/2013,3,Tuesday,303517N,0962140W,College Station,TX,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
WPR13CA170,1,3/28/2013,3,Thursday,401305N,1114314W,Provo,UT,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-I,APR
WPR13FA169,1,3/28/2013,3,Thursday,343620N,1132928W,Wikieup,AZ,USA,1,2,FATL,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
WPR13LA171,1,3/16/2013,3,Saturday,374921N,1213755W,Byron,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ICL
WPR13CA172,1,3/30/2013,3,Saturday,333222N,1160920W,Thermal,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13LA183,1,3/29/2013,3,Friday,350240N,0850112W,Collegedale,TN,USA,1,0,FATL,MINR,091 ,AIR ,INST,OTHR,ENR
CEN13FA213,1,3/30/2013,3,Saturday,335526N,1022312W,Littlefield,TX,USA,2,0,FATL,SUBS,091 ,GLI ,PERS,SCF-NP,MNV
ANC13GA036,1,3/30/2013,3,Saturday,621917N,1495602W,Talkeetna,AK,USA,3,0,FATL,DEST,PUBU,HELI,PUBS,LOC-I,MNV
ERA13FA184,1,3/31/2013,3,Sunday,360700N,0801710W,Winston-Salem,NC,USA,2,0,FATL,DEST,091 ,AIR ,PERS,SCF-PP,ENR
WPR13CA173,1,3/31/2013,3,Sunday,454327N,1223228W,Brush Praire,WA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13FA214,1,3/29/2013,3,Friday,464846N,0961707W,Hawley,MN,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,UIMC,ENR
CEN13CA215,1,3/30/2013,3,Saturday,413355N,0812911W,Willoughby,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,BIRD,APR
WPR13LA174,1,3/30/2013,3,Saturday,442304N,1240506W,Waldport,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
