ntsb_no,aircraft_key,ev_date,ev_month,ev_weekday,latitude,longitude,ev_city,ev_state,ev_country,inj_tot_f,inj_tot_s,ev_highest_injury,damage,far_part,acft_category,type_fly,CICTTEvent,CICTTPhase
CEN13CA508,1,8/24/2013,8,Saturday,441939N,0931838W,Faribault,MN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13FA509,1,8/27/2013,8,Tuesday,394205N,0873902W,Paris,IL,USA,1,0,FATL,DEST,091 ,AIR ,BUS ,LOC-I,ICL
CEN13CA510,1,8/10/2013,8,Saturday,455154N,0843814W,Mackinac Island,MI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,APR
ERA13LA381,1,8/26/2013,8,Monday,253851N,0802560W,Miami,FL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,OTHR,TXI
ERA13CA383,1,8/27/2013,8,Tuesday,391500N,0761219W,Chestertown,MD,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-I,TOF
ANC13CA086,1,8/27/2013,8,Tuesday,611229N,1495015W,Anchorage,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
ANC13LA085,1,8/23/2013,8,Friday,615934N,1560147W,Tokotna,AK,USA,0,0,NONE,SUBS,135 ,AIR ,,SCF-PP,ENR
ANC13CA087,1,8/27/2013,8,Tuesday,604655N,1614435W,Bethel,AK,USA,0,0,NONE,SUBS,091 ,AIR ,POSI,ARC,LDG
ERA13CA384,1,8/18/2013,8,Sunday,395200N,0755913W,Middletown,DE,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ERA13FA385,1,8/29/2013,8,Thursday,363355N,0792030W,Danville,VA,USA,1,0,FATL,DEST,091 ,AIR ,INST,LOC-I,APR
ANC13FA090,1,8/29/2013,8,Thursday,614728N,1490050W,Sutton,AK,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,MNV
ERA13FA388,1,8/30/2013,8,Friday,434546N,0704028W,Limington,ME,USA,1,0,FATL,SUBS,091 ,AIR ,INST,LOC-I,TOF
ANC13LA089,1,7/22/2013,7,Monday,575534N,1350947W,Hoonah,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN13FA517,1,8/31/2013,8,Saturday,330216N,1071830W,Caballo,NM,USA,3,0,FATL,SUBS,091 ,HELI,PERS,LALT,MNV
ERA13LA390,1,8/31/2013,8,Saturday,380508N,0830749W,Sandy Hook,KY,USA,0,0,NONE,SUBS,091 ,HELI,POSI,SCF-NP,APR
WPR13FA393,1,8/31/2013,8,Saturday,454554N,1225149W,Scappoose,OR,USA,1,0,FATL,DEST,091 ,GYRO,PERS,LOC-I,APR
WPR13CA394,1,8/31/2013,8,Saturday,480552N,1231110W,Sequim,WA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
DCA13FA148,1,9/1/2013,9,Sunday,375711N,1075420W,Telluride,CO,USA,0,0,NONE,SUBS,121 ,AIR ,,ARC,LDG
WPR13CA395,1,9/1/2013,9,Sunday,433340N,1165837W,Homedale,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOLI,APR
ANC13FA091,1,8/30/2013,8,Friday,621733N,1522112W,Nikolai,AK,USA,1,1,FATL,DEST,091 ,AIR ,PERS,LOC-I,TOF
CEN13LA519,1,8/13/2013,8,Tuesday,293118N,0961221W,Eagle Lake,TX,USA,0,0,NONE,SUBS,091 ,AIR ,POSI,SCF-PP,ENR
WPR13LA396,1,9/1/2013,9,Sunday,441811N,1213155W,Sisters,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,ENR
CEN13LA520,1,6/30/2013,6,Sunday,385946N,0924331W,Boonville,MO,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,RE,LDG
ERA13CA393,1,8/30/2013,8,Friday,354417N,0785515W,Apex,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,LDG
CEN13CA521,1,9/1/2013,9,Sunday,380637N,0924050W,Osage Beach,MO,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,ICL
CEN13LA523,1,8/28/2013,8,Wednesday,334920N,0983554E,Wichita Falls,TX,USA,0,0,NONE,SUBS,091 ,HELI,INST,ARC,LDG
WPR13CA397,1,9/1/2013,9,Sunday,334118N,1120451W,Deer Valley,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,INST,RE,LDG
ERA13CA394,1,8/30/2013,8,Friday,404804N,0800923E,Zelienople,PA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
CEN13CA522,1,8/25/2013,8,Sunday,413823N,0913253W,Iowa City,IA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13CA395,1,8/29/2013,8,Thursday,261150N,0801018W,Fort Lauderdale,FL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
CEN13CA526,1,9/4/2013,9,Wednesday,435228N,0960757W,Edgerton,MN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA13LA398,1,9/5/2013,9,Thursday,263511N,0815147W,Fort Myers,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13CA399,1,8/31/2013,8,Saturday,275920N,0820107W,Lakeland,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN13WA527,1,9/4/2013,9,Wednesday,,,Channel Islands,AO,UK,2,0,FATL,SUBS,UNK ,AIR ,,UNK,ENR
CEN13CA529,1,9/4/2013,9,Wednesday,411536N,0954531W,Council Bluff,IA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,TOF
ANC13FA093,1,9/5/2013,9,Thursday,623204N,1473635W,Glennallen,AK,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,MNV
CEN13CA530,1,8/31/2013,8,Saturday,405654N,0955502W,Plattsmouth,NE,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,TOF
CEN13LA531,1,8/30/2013,8,Friday,333812N,0952703E,Paris,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
CEN13CA532,1,9/6/2013,9,Friday,393412N,1045057W,Denver,CO,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
WPR13FA399,1,9/6/2013,9,Friday,400833N,1114107W,Spanish Fork,UT,USA,1,0,FATL,DEST,091 ,AIR ,FLTS,AMAN,MNV
WPR13FA400,1,9/8/2013,9,Sunday,441725N,1205316W,Prineville,OR,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,SCF-NP,MNV
WPR13CA401,1,9/7/2013,9,Saturday,450905N,1145932W,Cascade,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,USOS,LDG
ERA13CA404,1,8/3/2013,8,Saturday,355750N,0835225W,Knoxville,TN,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
CEN13LA537,1,9/6/2013,9,Friday,443712N,0940849W,Arlington,MN,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,LALT,MNV
ERA13LA406,1,9/6/2013,9,Friday,404612N,0802329W,Beaver Falls,PA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,TOF
WPR13LA402,1,9/9/2013,9,Monday,334849N,1180948W,Long Beach,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ICL
CEN13LA534,1,9/7/2013,9,Saturday,292018N,0985102W,Castroville,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
ERA13FA402,1,9/2/2013,9,Monday,414329N,0754135W,Lenox Twp.,PA,USA,2,0,FATL,DEST,091 ,AIR ,PERS,UIMC,APR
CEN13CA538,1,9/7/2013,9,Saturday,420034N,1014610W,Hyannis,NE,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,LDG
ANC13FA095,1,9/9/2013,9,Monday,613538N,1495307E,Big Lake,AK,USA,1,1,FATL,SUBS,091 ,AIR ,PERS,LOC-I,MNV
ERA13LA409,1,9/8/2013,9,Sunday,401959N,0750720W,Doylestown,PA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
WPR13CA403,1,9/8/2013,9,Sunday,481754N,1061530W,Nashua,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TOF
CEN13LA541,1,9/7/2013,9,Saturday,353040N,1084722W,Gallup,NM,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13LA404,1,9/11/2013,9,Wednesday,361131N,1205632W,King City,CA,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,ARC,LDG
ERA13CA413,1,9/6/2013,9,Friday,365802N,0845106W,Monticello,KY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TXI
CEN13CA544,1,9/11/2013,9,Wednesday,285048N,0965445W,Victoria,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13FA405,1,9/11/2013,9,Wednesday,433526N,1104436W,Jackson Hole,WY,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,APR
ERA13CA414,1,9/8/2013,9,Sunday,313822N,0811944W,Shellman Bluff,GA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,WILD,LDG
ANC13CA096,1,9/7/2013,9,Saturday,620540N,1494049W,Talkeetna,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,APR
CEN13CA545,1,9/10/2013,9,Tuesday,420231N,1010332W,Mullen,NE,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR13LA407,1,9/15/2013,9,Sunday,384619N,1150049W,Lund,NV,USA,0,0,NONE,SUBS,091 ,AIR ,AOBV,SCF-PP,MNV
WPR13LA408,1,9/14/2013,9,Saturday,325719N,1114605W,Casa Grande,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,SKYD,SCF-PP,APR
ANC13CA098,1,9/14/2013,9,Saturday,571130N,1543014W,Akhiok,AK,USA,0,0,NONE,SUBS,135 ,AIR ,,LOC-G,TOF
ERA13CA416,1,8/30/2013,8,Friday,435204N,0714754W,Rumney,NH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR13CA409,1,9/14/2013,9,Saturday,475034N,1131500W,Meadow Creek,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TOF
CEN13CA549,1,9/13/2013,9,Friday,350454N,0922557W,Conway,AR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,LDG
CEN13CA550,1,9/13/2013,9,Friday,453336N,0933630W,Princeton,MN,USA,0,0,NONE,SUBS,091 ,AIR ,INST,BIRD,MNV
ANC13CA101,1,9/13/2013,9,Friday,592627N,1563203W,Iliamna,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN13LA551,1,9/4/2013,9,Wednesday,290246N,0960700W,Clemville,TX,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,OTHR,LDG
ANC13LA102,1,9/5/2013,9,Thursday,601231N,1551660W,Nondalton,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
ERA13CA415,1,9/8/2013,9,Sunday,412130N,0703128W,Edgartown,MA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOLI,TOF
WPR13FA411,1,9/16/2013,9,Monday,444321N,1220638W,Detroit,OR,USA,1,0,FATL,SUBS,091 ,HELI,EXLD,AMAN,MNV
ANC13FAMS2,1,9/9/2013,9,Monday,593012N,1393937W,Yakutat,AK,USA,1,0,FATL,DEST,091 ,AIR ,PERS,UNK,UNK
WPR13CA413,1,9/15/2013,9,Sunday,351408N,1203820W,San Luis Obispo,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13LA418,1,9/7/2013,9,Saturday,380035N,0775813W,Louisa,VA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13LA414,1,9/16/2013,9,Monday,441524N,1210900W,Redmond,OR,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,LOC-G,LDG
ERA13CA419,1,9/13/2013,9,Friday,364114N,0820160W,Abingdon,VA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN13LA552,1,9/18/2013,9,Wednesday,431851N,0834241W,Frankenmuth,MI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13CA423,1,9/20/2013,9,Friday,380000N,0750000E,Ridgely,MD,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-I,TOF
ERA13FA424,1,9/20/2013,9,Friday,393023N,0744202W,Hamilton Township,NJ,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,ENR
ANC13CA104,1,9/18/2013,9,Wednesday,643342N,1454636W,Delta Junction,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
ERA13CA422,1,9/19/2013,9,Thursday,335841N,0835743W,LAWRENCEVILLE,GA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR13FA417,1,9/21/2013,9,Saturday,342343N,1120249E,Cordes Lakes,AZ,USA,2,0,FATL,DEST,091 ,HELI,PERS,SCF-NP,UNK
WPR13CA418,1,9/21/2013,9,Saturday,480856N,1114600E,Morgan,UT,USA,0,0,NONE,SUBS,091 ,GLI ,INST,USOS,LDG
ERA13CA425,1,9/21/2013,9,Saturday,382014N,0753034W,Salisbury,MD,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA13LA428,1,9/23/2013,9,Monday,263850N,0801955W,Wellington,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
WPR13LA419,1,9/23/2013,9,Monday,481758N,1163337E,Sandpoint,ID,USA,0,0,NONE,SUBS,091 ,AIR ,EXEC,USOS,LDG
WPR13LA420,1,9/23/2013,9,Monday,390640N,1221840W,Williams,CA,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LALT,MNV
WPR13CA421,1,9/7/2013,9,Saturday,440728N,1231243W,Eugene,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA13LA429,1,9/22/2013,9,Sunday,415811N,0735152W,Rhinebeck,NY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,EMG
WPR13CA422,1,9/21/2013,9,Saturday,473148N,1121807E,Seattle,WA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ANC13CA105,1,9/24/2013,9,Tuesday,613210N,1494850W,Big Lake,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN13FA558,1,9/25/2013,9,Wednesday,414128N,0880730W,Bolingbrook,IL,USA,2,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,APR
CEN13LA561,1,9/25/2013,9,Wednesday,374056N,1012713W,Ulysses,KS,USA,0,0,NONE,DEST,091 ,AIR ,FERY,F-NI,ENR
CEN13CA559,1,9/22/2013,9,Sunday,442404N,0924115W,Goodhue,MN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,OTHR,APR
WPR13CA425,1,9/12/2013,9,Thursday,400820N,1113931W,Spanish Fork,UT,USA,0,0,NONE,SUBS,091 ,AIR ,AOBV,FUEL,MNV
WPR13CA426,1,9/21/2013,9,Saturday,344427N,1181307E,Lancaster,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
WPR13CA427,1,9/27/2013,9,Friday,444324N,1124154W,Dell,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TXI
ERA13FA432,1,9/27/2013,9,Friday,260407N,0804113W,Pahokee,FL,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,ARC,UNK
ERA13LA433,1,9/27/2013,9,Friday,405929N,0762800W,Bloomsburg,PA,USA,1,0,FATL,MINR,091 ,HELI,BUS ,RAMP,STD
ERA13LA434,1,9/29/2013,9,Sunday,431304N,0740658W,Edinburg,NY,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,MNV
CEN13LA565,1,9/25/2013,9,Wednesday,353260N,0984012E,Weatherford,OK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,ENR
CEN13LA567,1,9/22/2013,9,Sunday,315148N,0972252W,Laguna Park,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
CEN13WA566,1,9/24/2013,9,Tuesday,,,Lyon,,FR,4,0,FATL,DEST,NUSN,AIR ,,LOC-I,TOF
WPR13FA430,1,9/29/2013,9,Sunday,340056N,1182704W,Santa Monica,CA,USA,4,0,FATL,DEST,091 ,AIR ,PERS,LOC-G,LDG
CEN13LA568,1,8/28/2013,8,Wednesday,335913N,0913335W,Gould,AR,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,SCF-PP,TOF
CEN13CA569,1,9/29/2013,9,Sunday,455652N,0920630W,Hatley,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,USOS,LDG
ANC13CA106,1,9/28/2013,9,Saturday,573449N,1573419W,Pilot Point,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ANC13CA107,1,9/30/2013,9,Monday,613531N,1492131W,Wasilla,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ICE,STD
CEN13LA570,1,9/29/2013,9,Sunday,430431N,0941605W,Algona,IA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,FUEL,APR
WPR14CA001,1,10/1/2013,10,Tuesday,393135N,1112833W,Mount Pleasant,UT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR14CA002,1,10/1/2013,10,Tuesday,313259N,0970745W,Waco,TX,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,LOC-G,TOF
WPR14CA003,1,10/1/2013,10,Tuesday,324312N,1141715W,Wellton,AZ,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,CFIT,MNV
WPR14LA005,1,10/4/2013,10,Friday,345155N,1123122W,Paulden,AZ,USA,4,0,FATL,SUBS,091 ,AIR ,PERS,LALT,MNV
WPR14LA007,1,10/6/2013,10,Sunday,150344N,1453725E,Tinian Island,MP,USA,3,4,FATL,DEST,135 ,AIR ,,CFIT,MNV
WPR14LA008,1,10/6/2013,10,Sunday,335622N,1000420W,Paducah,TX,USA,1,0,FATL,SUBS,133 ,HELI,EXLD,LOC-I,MNV
ANC14CA001,1,10/7/2013,10,Monday,592237N,1550921W,Iliamna,AK,USA,0,0,NONE,SUBS,135 ,AIR ,,LOC-G,LDG
CEN14FA004,1,10/9/2013,10,Wednesday,293300N,0884200E,"Venice, LA",GM,USA,1,3,FATL,SUBS,135 ,HELI,,SCF-PP,TOF
CEN14LA006,1,10/9/2013,10,Wednesday,394128N,0835931W,Xenia,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,LDG
WPR14FA012,1,10/9/2013,10,Wednesday,330945N,1165735E,Julian,CA,USA,2,0,FATL,DEST,091 ,AIR ,PERS,CFIT,MNV
WPR14LA014,1,10/11/2013,10,Friday,324207N,1154622W,Seeley,CA,USA,0,0,NONE,DEST,091 ,HELI,AOBV,F-NI,MNV
WPR14CA015,1,10/12/2013,10,Saturday,340936N,1114336W,Rio Verde,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
CEN14LA008,1,10/15/2013,10,Tuesday,374452N,0971316W,Wichita,KS,USA,0,0,NONE,SUBS,091 ,AIR ,POSI,LOC-G,LDG
WPR14CA016,1,10/12/2013,10,Saturday,392720N,1221413W,Willows,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,MNV
WPR14CA017,1,10/14/2013,10,Monday,394317N,1220849W,Orland,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TXI
WPR14CA018,1,10/16/2013,10,Wednesday,355822N,1150804W,Las Vegas,NV,USA,0,0,NONE,SUBS,091 ,AIR ,INST,CTOL,LDG
ERA14CA001,1,10/14/2013,10,Monday,283160N,0080000W,Christmas,FL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,BIRD,ENR
ERA14FA002,1,10/18/2013,10,Friday,313420N,0833619W,Tifton,GA,USA,1,0,FATL,DEST,091 ,AIR ,PERS,UIMC,ENR
WPR14CA019,1,10/17/2013,10,Thursday,483524N,1221523E,Sedro Woolley,WA,USA,0,0,NONE,SUBS,091 ,HELI,BUS ,UIMC,ICL
CEN13LA571,1,9/29/2013,9,Sunday,315252N,1004217W,Santa Teresa,NM,USA,0,0,NONE,SUBS,091 ,AIR ,SKYD,SCF-PP,APR
ANC14FA002,1,10/17/2013,10,Thursday,644746N,1475251W,Fairbanks,AK,USA,1,2,FATL,SUBS,091 ,AIR ,PERS,SCF-PP,ICL
CEN14FA009,1,10/18/2013,10,Friday,373121N,0971303W,Derby,KS,USA,2,0,FATL,DEST,091 ,AIR ,BUS ,SCF-NP,UND
CEN14FA010,1,10/18/2013,10,Friday,343459N,0953001W,Clayton,OK,USA,1,0,FATL,SUBS,091 ,AIR ,BUS ,CFIT,ENR
WPR14CA020,1,10/17/2013,10,Thursday,385360N,1132200E,Milford,UT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR14CA021,1,10/19/2013,10,Saturday,320832N,1111029E,Tucson,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA14LA004,1,10/19/2013,10,Saturday,281341N,0820921W,Zephyrhills,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,APR
ERA14LA005,1,10/19/2013,10,Saturday,265508N,0815927W,Punta Gorda,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR14CA022,1,10/19/2013,10,Saturday,475801N,1172526W,Deer Park,WA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA14LA006,1,10/10/2013,10,Thursday,364649N,0762656W,Hampton Roads,VA,USA,4,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,APR
ERA14LA007,1,10/6/2013,10,Sunday,181500N,0652260W,Culebra,PR,USA,1,0,FATL,DEST,135 ,AIR ,,LOC-I,ENR
CEN14LA011,1,10/19/2013,10,Saturday,400222N,1051333W,Boulder,CO,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,TOF
WPR14LA025,1,10/20/2013,10,Sunday,374132N,1214930W,Livermore,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,GCOL,TXI
WPR14LA025,2,10/20/2013,10,Sunday,374132N,1214930W,Livermore,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,GCOL,TXI
ERA14LA011,1,10/19/2013,10,Saturday,280104N,0822030W,Tampa,FL,USA,1,0,FATL,NONE,091 ,AIR ,ASHO,LALT,ICL
CEN14FA014,1,10/21/2013,10,Monday,355347N,0934538W,Huntsville,AR,USA,2,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,MNV
ERA14CA012,1,10/15/2013,10,Tuesday,403734N,0744013W,Somerville,NJ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR14FA024,1,10/21/2013,10,Monday,,,Maui,HI,USA,0,0,NONE,SUBS,135 ,AIR ,,SCF-PP,EMG
ERA13CA436,1,9/29/2013,9,Sunday,395602N,0744816W,Lumberton,NJ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR14CA026,1,10/23/2013,10,Wednesday,381212N,1211600W,Lodi,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA14FA010,1,10/22/2013,10,Tuesday,351348N,0892249W,Somerville,TN,USA,3,0,FATL,DEST,091 ,HELI,POSI,UIMC,MNV
ERA14CA016,1,10/22/2013,10,Tuesday,395603N,0744826W,Lumberton,NJ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
DCA14FA002,1,10/23/2013,10,Wednesday,593844N,1512836W,Homer,AK,USA,0,0,NONE,SUBS,121 ,AIR ,,ARC,LDG
ERA14LA018,1,10/16/2013,10,Wednesday,425860N,0743100W,Palatine,NY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,APR
WPR14CA033,1,10/22/2013,10,Tuesday,365609N,1214722W,Watsonville,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
WPR14CA028,1,10/21/2013,10,Monday,455723N,1122951W,Butte,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN14CA018,1,10/13/2013,10,Sunday,375714N,1075431W,Telluride,CO,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,TOF
ERA14LA022,1,10/17/2013,10,Thursday,351320N,0832512W,Franklin,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
CEN14FA019,1,10/21/2013,10,Monday,343708N,0950143W,Talihina,OK,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,MNV
CEN14LA015,1,10/23/2013,10,Wednesday,291000N,0950601W,Galveston,TX,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,CFIT,ENR
CEN14CA016,1,10/23/2013,10,Wednesday,283714N,1000923W,Eagle Pass,TX,USA,0,0,NONE,SUBS,091 ,HELI,INST,ARC,LDG
CEN14CA017,1,10/2/2013,10,Wednesday,413206N,0873146W,Chicago,IL,USA,0,0,NONE,SUBS,091 ,HELI,INST,LOC-I,MNV
WPR14CA035,1,10/26/2013,10,Saturday,423432N,1142632W,Twin Falls,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,TOF
WPR14LA036,1,10/26/2013,10,Saturday,390331N,1120232W,Scipio,UT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
ERA14CA025,1,10/26/2013,10,Saturday,310845N,0901005W,Tylertown,MS,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,USOS,LDG
CEN14LA021,1,10/19/2013,10,Saturday,303250N,0952611W,New Waverly,TX,USA,0,0,NONE,DEST,091 ,AIR ,PERS,F-NI,ENR
CEN14LA022,1,10/23/2013,10,Wednesday,331253N,0944631E,Omaha,TX,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,ARC,LDG
CEN14CA023,1,10/10/2013,10,Thursday,300719N,0953334W,Tomball,TX,USA,0,0,NONE,SUBS,091 ,AIR ,INST,CTOL,LDG
CEN14FA024,1,10/27/2013,10,Sunday,294712N,0984134E,Boerne,TX,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,MNV
CEN14CA025,1,10/24/2013,10,Thursday,314309N,1061410W,El Paso,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA14CA023,1,10/27/2013,10,Sunday,273053N,0815249W,Wauchula,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR14FA037,1,10/28/2013,10,Monday,451328N,1231212W,McMinnville,OR,USA,1,0,FATL,SUBS,091 ,UNK ,PERS,LOC-I,MNV
CEN14CA026,1,10/9/2013,10,Wednesday,452215N,0841330W,Onaway,MI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,WILD,LDG
ERA14CA028,1,10/25/2013,10,Friday,331841N,0844608W,Newnan,GA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ANC14CA004,1,10/10/2013,10,Thursday,623708N,1505732W,Talkeetna,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
