PCA_1,PCA_2,ntsb_no,aircraft_key,ev_date,ev_month,ev_weekday,latitude,longitude,ev_city,ev_state,ev_country,inj_tot_f,inj_tot_s,ev_highest_injury,damage,far_part,acft_category,type_fly,CICTTEvent,CICTTPhase
-0.760432907,0.855820503,WPR13CA079,1,1/1/2013,1,Tuesday,423428N,1215226W,Chiloquin,OR,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-G,LDG
-0.745307789,0.910667262,WPR13LA082,1,1/2/2013,1,Wednesday,361238N,1151140W,North Las Vegas,NV,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-G,LDG
0.506847235,-0.250576458,WPR13FA083,1,1/2/2013,1,Wednesday,350358N,1203706W,Oceano,CA,USA,1,0,FATL,SUBS,91,AIR ,PERS,LOC-I,MNV
1.291157797,0.69222874,WPR13FA080,1,1/2/2013,1,Wednesday,354337N,1190945W,Delano,CA,USA,1,0,FATL,DEST,91,HELI,OWRK,UIMC,MNV
1.429710977,0.351238715,CEN13FA122,1,1/2/2013,1,Wednesday,430834N,0932858W,Clear Lake,IA,USA,3,0,FATL,DEST,91,HELI,POSI,LOC-I,ENR
0.600824305,-0.621348734,ERA13FA101,1,1/1/2013,1,Tuesday,335310N,0871900W,Jasper,AL,USA,3,0,FATL,DEST,91,AIR ,PERS,OTHR,UND
0.167752113,1.398973936,ERA13LA104,1,1/2/2013,1,Wednesday,275456N,0822658W,Tampa,FL,USA,0,0,NONE,SUBS,91,HELI,INST,ARC,EMG
-0.596722405,0.433887696,CEN13CA124,1,1/2/2013,1,Wednesday,305556N,0994833W,Menard,TX,USA,0,0,NONE,SUBS,91,HELI,PERS,ARC,LDG
0.814219004,-0.752701784,ERA13FA105,1,1/4/2013,1,Friday,292732N,0811108W,Palm Coast,FL,USA,3,0,FATL,DEST,91,AIR ,PERS,SCF-PP,APR
-0.939206896,-0.252359491,ANC13CA019,1,1/4/2013,1,Friday,615419N,1485525W,Palmer,AK,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.416404997,-0.700038275,WPR13FA086,1,1/6/2013,1,Sunday,354237N,1185414W,Woody,CA,USA,2,0,FATL,SUBS,91,AIR ,PERS,LOC-I,ENR
0.222408567,-0.52553896,ERA13CA107,1,1/7/2013,1,Monday,371014N,0833455W,Bear Branch,KY,USA,0,0,NONE,SUBS,91,AIR ,PERS,FUEL,ENR
1.151969809,-0.166360819,CEN13FA130,1,1/11/2013,1,Friday,411206N,1002813W,Maxwell,NE,USA,4,0,FATL,DEST,91,AIR ,BUS ,LOC-I,ENR
-0.889244117,-0.044105878,CEN13LA127,1,1/2/2013,1,Wednesday,413925N,0860205W,Elkhart,IN,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
1.109886815,-0.270493983,CEN13FA131,1,1/12/2013,1,Saturday,333945N,0953252W,Paris,TX,USA,3,0,FATL,DEST,91,AIR ,EXEC,LOC-I,ENR
0.601012108,-0.799614605,ERA13FA109,1,1/12/2013,1,Saturday,272310N,0823343W,Sarasota,FL,USA,2,0,FATL,DEST,91,AIR ,PERS,UNK,ICL
0.355972601,0.543251745,ERA13LA110,1,1/12/2013,1,Saturday,335858N,0834003W,Winder,GA,USA,0,0,NONE,SUBS,91,AIR ,INST,SCF-PP,APR
0.699604814,-0.849409942,ERA13LA113,1,1/13/2013,1,Sunday,355404N,0754205W,Manteo,NC,USA,1,0,FATL,DEST,91,AIR ,PERS,CFIT,APR
0.224855736,-0.526633183,CEN13LA132,1,1/7/2013,1,Monday,341352N,0953715W,Antlers,OK,USA,0,0,NONE,SUBS,91,AIR ,PERS,FUEL,ENR
0.152767546,-0.413706294,CEN13CA133,1,1/11/2013,1,Friday,414128N,0933359W,Ankeny,IA,USA,0,0,NONE,SUBS,91,AIR ,PERS,CFIT,APR
0.130840953,-0.532965257,ERA13LA111,1,1/13/2013,1,Sunday,391021N,0752925W,Dover,DE,USA,1,0,FATL,SUBS,91,AIR ,PERS,FUEL,APR
0.310511897,-0.525225903,ERA13LA112,1,1/11/2013,1,Friday,275616N,0821604W,Brandon,FL,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
0.193714526,-0.483953658,CEN13CA134,1,1/10/2013,1,Thursday,345856N,1060018W,Moriarty,NM,USA,0,0,NONE,SUBS,91,AIR ,PERS,FUEL,ENR
0.307358238,-0.469577856,WPR13CA092,1,1/10/2013,1,Thursday,335526N,1121404W,Lake Pleasant,AZ,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
-0.910198686,-0.209985594,CEN13CA136,1,1/15/2013,1,Tuesday,405300N,0831852W,Upper Sandusky,OH,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
1.066287181,-0.036939723,ERA13FA115,1,1/16/2013,1,Wednesday,360647N,0792513W,Burlington,NC,USA,1,0,FATL,DEST,91,AIR ,EXEC,LOC-I,ICL
0.138457805,-0.429105266,WPR13LA094,1,1/18/2013,1,Friday,413523N,1090332W,Rock Springs,WY,USA,0,0,NONE,SUBS,91,AIR ,PERS,FUEL,APR
0.357211326,-0.676730973,CEN13FA137,1,1/19/2013,1,Saturday,355500N,0993531W,Mangum,OK,USA,3,0,FATL,SUBS,91,AIR ,PERS,LOC-I,ENR
0.225782816,-0.317649253,WPR13FA095,1,1/19/2013,1,Saturday,374942N,1112440W,Boulder,UT,USA,2,0,FATL,SUBS,91,AIR ,PERS,CFIT,MNV
-0.876743839,-0.098175396,WPR13CA097,1,1/21/2013,1,Monday,320831N,1111028W,Tucson,AZ,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
-0.05017304,-0.440577825,ANC13CA020,1,1/5/2013,1,Saturday,623100N,1512900W,Skwentna,AK,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-NP,TXI
0.017881946,0.293633974,WPR13LA099,1,1/22/2013,1,Tuesday,332723N,1114325W,Mesa,AZ,USA,0,0,NONE,SUBS,91,HELI,PERS,ARC,EMG
-0.862489592,-0.018932899,CEN13LA141,1,1/23/2013,1,Wednesday,331040N,0963520W,McKinney,TX,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
0.283803708,0.656062497,ERA13LA117,1,1/22/2013,1,Tuesday,412317N,0732547W,Danbury,CT,USA,0,0,NONE,SUBS,91,AIR ,INST,FUEL,APR
-0.272393178,-0.293042249,CEN13CA139,1,1/17/2013,1,Thursday,395448N,0942401W,Phillipsburg,OH,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,STD
0.448420855,0.581185338,WPR13LA101,1,1/24/2013,1,Thursday,472426N,1234120W,Matlock,WA,USA,0,0,NONE,SUBS,91,AIR ,INST,SCF-PP,ENR
-0.042395631,0.931520722,CEN13CA142,1,1/23/2013,1,Wednesday,403951N,0894136W,Peoria,IL,USA,0,0,NONE,SUBS,91,AIR ,INST,ARC,TOF
0.917589438,-0.766195365,CEN13FA143,1,1/24/2013,1,Thursday,322725N,0920431W,Richwood,LA,USA,4,0,FATL,DEST,91,AIR ,PERS,LOC-I,APR
0.272646559,0.71100764,WPR13LA102,1,1/17/2013,1,Thursday,441514N,1210854W,Redmond,OR,USA,0,0,NONE,SUBS,91,AIR ,INST,SCF-NP,APR
0.35471802,0.541984137,WPR13CA103,1,1/18/2013,1,Friday,360128N,1190328W,Porterville,CA,USA,0,0,NONE,SUBS,91,AIR ,INST,FUEL,ENR
-0.856780757,-0.113364618,WPR13CA104,1,1/14/2013,1,Monday,334812N,1182022W,Torrance,CA,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
0.314600556,-0.651599593,ERA13LA121,1,1/27/2013,1,Sunday,405724N,0735406W,Yonkers,NY,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
-0.907012904,-0.225423171,CEN13CA144,1,1/27/2013,1,Sunday,411617N,0855014W,Warsaw,IN,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
-0.711578444,-0.308479148,ERA13CA120,1,1/26/2013,1,Saturday,300908N,0823935W,Lake City,FL,USA,0,0,NONE,SUBS,91,AIR ,PERS,RE,LDG
0.364778097,0.545249647,WPR13LA106,1,1/26/2013,1,Saturday,372230N,1203404W,Atwater,CA,USA,0,0,NONE,SUBS,91,AIR ,INST,SCF-PP,APR
0.579502901,-0.059186332,CEN13CA145,1,1/29/2013,1,Tuesday,400303N,0832312W,London,OH,USA,0,0,NONE,SUBS,91,HELI,PERS,SCF-PP,ENR
0.177572889,1.395657516,WPR13CA107,1,1/30/2013,1,Wednesday,440437N,0914229W,Kona,HI,USA,0,0,NONE,SUBS,91,HELI,INST,ARC,EMG
0.699830273,0.462218892,CEN13LA147,1,1/28/2013,1,Monday,333906N,0971150W,Gainsville,TX,USA,0,0,NONE,SUBS,91,GYRO,FLTS,LOC-I,ICL
0.010749557,-0.451745359,ERA13CA123,1,1/27/2013,1,Sunday,400712N,0761723W,Lancaster,PA,USA,0,0,NONE,SUBS,91,AIR ,PERS,GCOL,TXI
0.276249474,-0.594857965,WPR13LA108,1,2/2/2013,2,Saturday,414728N,1115105W,Wellsville,UT,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
0.22731666,-0.36203617,WPR13LA109,1,2/1/2013,2,Friday,405209N,1115537W,Bountiful,UT,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,TOF
-0.935290613,-0.296220896,WPR13LA112,1,2/2/2013,2,Saturday,341250N,1190540W,Camarillo,CA,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.268680705,-0.583053007,WPR13LA113,1,2/2/2013,2,Saturday,324449N,1101419W,Wilcox,AZ,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
0.209768034,0.744167652,CEN13CA151,1,2/1/2013,2,Friday,374641N,0891507W,Murphysboro,IL,USA,0,0,NONE,SUBS,91,AIR ,INST,RE,TOF
0.857066297,1.039459661,CEN13LA152,1,1/31/2013,1,Thursday,284513N,0965903W,Victoria,TX,USA,0,0,NONE,SUBS,137,AIR ,AAPL,SCF-PP,MNV
0.652596893,0.766760143,ERA13LA126,1,2/4/2013,2,Monday,323208N,0830325W,Montrose,GA,USA,0,0,NONE,SUBS,91,GYRO,INST,SCF-PP,ENR
-0.892425536,-0.216694919,WPR13CA114,1,2/1/2013,2,Friday,435700N,1075700W,Worland,WY,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
1.075070226,0.345932997,WPR13FA115,1,2/6/2013,2,Wednesday,325721N,1114558W,Casa Grande,AZ,USA,2,0,FATL,DEST,91,AIR ,INST,LOC-I,APR
0.62063064,-0.58497484,WPR13FA116,1,2/6/2013,2,Wednesday,385853N,1192934W,Minden,NV,USA,1,0,FATL,DEST,91,AIR ,PERS,UNK,UND
0.323499024,-0.358416635,WPR13CA117,1,2/6/2013,2,Wednesday,485312N,1115518W,Sunburst,MT,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-I,TOF
-0.895147764,-0.057887483,ERA13LA129,1,2/7/2013,2,Thursday,360801N,0801319W,Winston-Salem,NC,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
0.135743271,-0.381414388,WPR13FA118,1,2/8/2013,2,Friday,320724N,1111153W,Tucson,AZ,USA,1,0,FATL,SUBS,91,AIR ,PERS,UNK,APR
1.122972776,1.34006421,WPR13CA120,1,2/10/2013,2,Sunday,355622N,1201244W,Shandon,CA,USA,0,0,NONE,SUBS,137,HELI,AAPL,SCF-PP,MNV
0.715535332,0.859643821,WPR13FA119,1,2/10/2013,2,Sunday,342616N,1181348W,Acton,CA,USA,3,0,FATL,SUBS,91,HELI,OWRK,AMAN,MNV
0.491707004,0.954911852,CEN13LA155,1,2/6/2013,2,Wednesday,361154N,0955317W,Tulsa,OK,USA,0,0,NONE,SUBS,91,HELI,BUS ,RAMP,STD
-0.86872065,-0.201502535,CEN13LA157,1,2/8/2013,2,Friday,313515N,1013033W,Garden City,TX,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.365562662,-0.483783289,CEN13CA153,1,2/8/2013,2,Friday,384141N,0964828W,Herington,KS,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-I,APR
0.811051431,0.651360588,CEN13LA158,1,2/11/2013,2,Monday,354040N,1064031W,Ponderosa,NM,USA,0,0,NONE,SUBS,91,HELI,AOBV,SCF-PP,ENR
0.230306131,-0.398781442,WPR13FA123,1,2/13/2013,2,Wednesday,382948N,1215658W,Winters,CA,USA,1,0,FATL,SUBS,91,AIR ,PERS,SCF-NP,ENR
-0.202367824,-0.248275985,WPR13CA124,1,2/13/2013,2,Wednesday,471818N,1193055W,Ephrata,WA,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,TOF
0.811682908,-0.657142064,ERA13FA131,1,2/13/2013,2,Wednesday,290246N,0805725W,New Smyrna Beach,FL,USA,1,0,FATL,DEST,91,AIR ,PERS,SCF-PP,ICL
-0.656974151,-0.300467433,ERA13CA132,1,2/9/2013,2,Saturday,353000N,0864800W,Lewisburg,TN,USA,0,0,NONE,SUBS,91,AIR ,PERS,AMAN,LDG
0.402281585,0.302603075,CEN13CA162,1,2/14/2013,2,Thursday,323031N,0993626W,Abilene,TX,USA,0,0,NONE,SUBS,91,AIR ,BUS ,FUEL,ENR
-0.89610842,-0.197153881,CEN13CA161,1,2/12/2013,2,Tuesday,425612N,0854820W,Jenison,MI,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.186859666,-0.442381839,ERA13FA133,1,2/14/2013,2,Thursday,273701N,0804254W,Yeehaw Junction,FL,USA,3,0,FATL,SUBS,91,AIR ,PERS,UIMC,ENR
0.951481139,0.93829603,CEN13LA163,1,2/15/2013,2,Friday,301118N,0923756W,Jennings,LA,USA,1,0,FATL,SUBS,137,AIR ,AAPL,LOC-I,MNV
-0.852957568,-0.219621781,WPR13CA126,1,2/18/2013,2,Monday,342029N,1190325W,Santa Paula,CA,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.880304974,1.219218103,WPR13GA128,1,2/18/2013,2,Monday,392853N,1155021W,Eureka,NV,USA,1,0,FATL,SUBS,PUBU,HELI,PUBF,LALT,MNV
0.027724669,-0.389831696,CEN13LA164,1,2/16/2013,2,Saturday,412526N,0882507W,Morris,IL,USA,0,0,NONE,SUBS,91,AIR ,PERS,CFIT,EMG
0.783441182,0.722106011,ERA13LA138,1,2/15/2013,2,Friday,312917N,0850035W,Fort Gaines,GA,USA,0,0,NONE,SUBS,137,AIR ,AAPL,SCF-PP,ENR
-0.895105326,-0.1705304,CEN13LA167,1,2/7/2013,2,Thursday,335433N,0945134W,Idabel,OK,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.278360275,0.735016059,CEN13CA169,1,2/14/2013,2,Thursday,374641N,0891507W,Murphysboro,IL,USA,0,0,NONE,SUBS,91,AIR ,INST,BIRD,APR
0.910179528,0.063247471,ERA13MA139,1,2/20/2013,2,Wednesday,333146N,0822959W,Thomson,GA,USA,5,2,FATL,DEST,91,AIR ,EXEC,CFIT,APR
0.020313206,-0.389720869,CEN13LA170,1,2/16/2013,2,Saturday,302351N,0973359W,Austin,TX,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-NP,TXI
0.399510519,0.322929549,CEN13FA172,1,2/20/2013,2,Wednesday,461418N,0951506W,Parkers Parairie,MN,USA,1,0,FATL,SUBS,91,AIR ,BUS ,FUEL,ENR
-0.746981277,0.995150657,WPR13CA130,1,2/19/2013,2,Tuesday,460704N,1225354W,Kelso,WA,USA,0,0,NONE,SUBS,91,AIR ,INST,ARC,LDG
-0.232373597,-0.244170546,CEN13LA171,1,2/13/2013,2,Wednesday,405803N,0981835W,Grand Island,NE,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,STD
-0.201592503,-0.313313061,WPR13LA132,1,2/17/2013,2,Sunday,425417N,1062731W,Casper,WY,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,TOF
-0.897849427,-0.324039341,ERA13CA140,1,2/17/2013,2,Sunday,362429N,0851822W,Livingston,TN,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.699635618,0.769507081,CEN13FA174,1,2/22/2013,2,Friday,353356N,0973849W,Oklahoma City,OK,USA,2,1,FATL,SUBS,91,HELI,POSI,SCF-PP,ICL
-0.887127797,-0.147659623,ERA13CA141,1,2/20/2013,2,Wednesday,361947N,0773807W,Halifax,NC,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.336509881,-0.486187575,WPR13CA133,1,2/22/2013,2,Friday,443406N,1225817W,Lebanon,OR,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-I,ICL
0.664404422,-0.815442743,ERA13FA144,1,2/24/2013,2,Sunday,281531N,0822409W,Lutz,FL,USA,1,0,FATL,DEST,91,AIR ,PERS,UIMC,ICL
-0.887226224,-0.196408741,CEN13CA176,1,2/24/2013,2,Sunday,461648N,0934600W,Vineland,MN,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
0.270560886,-0.383918075,WPR13LA134,1,2/26/2013,2,Tuesday,334760N,1121500W,Peoria,AZ,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,APR
-0.690758795,0.656087194,ERA13CA146,1,2/18/2013,2,Monday,302859N,0863134W,Valparaiso,FL,USA,0,0,NONE,SUBS,91,AIR ,BUS ,ARC,LDG
0.154576527,-0.313629106,ERA13LA148,1,2/27/2013,2,Wednesday,353457N,0790605W,Sanford,NC,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-NP,APR
0.213621857,-0.399234131,CEN13LA179,1,2/27/2013,2,Wednesday,322615N,1073726W,Deming,NM,USA,1,0,FATL,SUBS,91,AIR ,PERS,OTHR,ENR
-0.592257092,-0.31847378,ERA13CA149,1,2/24/2013,2,Sunday,322650N,0841533W,Rupert,GA,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-NP,LDG
-0.893553276,-0.171321926,ERA13CA150,1,2/28/2013,2,Thursday,310907N,0812328W,Brunswick,GA,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
-0.81999286,0.881066799,ERA13LA151,1,3/2/2013,3,Saturday,440114N,0703832W,Naples,ME,USA,0,0,NONE,SUBS,91,AIR ,INST,ARC,LDG
0.28994174,-0.547683713,CEN13FA183,1,3/3/2013,3,Sunday,362425N,1051728W,Angel Fire,NM,USA,4,0,FATL,SUBS,91,AIR ,PERS,LOC-I,TOF
0.866585096,-0.522057968,CEN13LA186,1,3/4/2013,3,Monday,324119N,0961837W,Terrell,TX,USA,1,0,FATL,DEST,91,AIR ,PERS,SCF-NP,MNV
0.638256047,0.884830788,WPR13LA137,1,3/2/2013,3,Saturday,003040S,1563218E,Latangai Island,PO,PP,1,1,FATL,SUBS,91,HELI,AOBV,AMAN,MNV
-0.224875854,0.736952655,ERA13CA154,1,3/4/2013,3,Monday,374831N,0852935W,Bardstown,KY,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-I,LDG
0.154907641,-0.59531036,WPR13FA138,1,3/3/2013,3,Sunday,413045N,1063413W,Saratoga,WY,USA,1,0,FATL,SUBS,91,AIR ,PERS,WSTRW,ENR
0.390029035,-0.613284983,ANC13FA027,1,3/4/2013,3,Monday,621428N,1530916W,Nikolai,AK,USA,3,0,FATL,SUBS,91,AIR ,PERS,LOC-I,ENR
0.019912849,-0.307494513,ERA13CA155,1,3/5/2013,3,Tuesday,331825N,0844607W,Newnan,GA,USA,0,0,NONE,SUBS,91,AIR ,PERS,GCOL,TXI
0.051959635,-0.385884705,ANC13CA028,1,3/5/2013,3,Tuesday,623237N,1580550W,Flat,AK,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOLI,ICL
-0.044518516,-0.412690479,WPR13CA139,1,3/2/2013,3,Saturday,433453N,1163123W,Nampa,ID,USA,0,0,NONE,SUBS,91,AIR ,PERS,GCOL,STD
-0.298940895,-0.296964724,CEN13CA187,1,2/2/2013,2,Saturday,435904N,0883324W,Oshkosh,WI,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,TXI
0.241319669,-0.600381934,WPR13FA141,1,3/9/2013,3,Saturday,474340N,1220150W,Woodinville,WA,USA,1,1,FATL,SUBS,91,AIR ,PERS,SCF-PP,ENR
0.027881206,-0.285539105,CEN13LA188,1,3/7/2013,3,Thursday,385051N,0944415W,Olathe,KS,USA,0,0,NONE,SUBS,91,AIR ,PERS,RE,TOF
-0.050659068,0.72682535,CEN13CA189,1,3/11/2013,3,Monday,352805N,0980009W,El Reno,OK,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-G,TOF
0.731649203,0.951610727,ERA13CA163,1,2/24/2013,2,Sunday,344015N,0865035W,Greenbrier,AL,USA,0,0,NONE,SUBS,137,AIR ,AAPL,LALT,MNV
-0.891822236,-0.143990485,WPR13CA150,1,3/13/2013,3,Wednesday,365919N,1200645W,Madera,CA,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
1.270170072,0.654313581,CEN13FA192,1,3/15/2013,3,Friday,300219N,0931003W,Grand Lake,LA,USA,3,0,FATL,DEST,91,HELI,OWRK,SCF-NP,MNV
0.717395847,1.031596343,CEN13LA194,1,3/14/2013,3,Thursday,363326N,1051519W,Eagle Nest,NM,USA,0,0,NONE,SUBS,91,HELI,INST,SCF-PP,ENR
0.430131072,0.725128997,CEN13LA195,1,3/13/2013,3,Wednesday,301311N,0962228W,Brenham,TX,USA,0,0,NONE,SUBS,91,AIR ,INST,SCF-PP,APR
1.045796283,-0.081073681,ERA13FA168,1,3/15/2013,3,Friday,261130N,0800922W,Fort Lauderdale,FL,USA,3,0,FATL,DEST,91,AIR ,FLTS,LOC-I,ICL
-0.969822085,-0.304098868,ERA13CA172,1,3/16/2013,3,Saturday,363212N,0865516W,Springfield,TN,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.236059882,0.662704353,ERA13CA170,1,3/15/2013,3,Friday,353100N,0824300W,Hendersonville,NC,USA,0,0,NONE,SUBS,91,AIR ,INST,CTOL,APR
1.035576684,-0.209062246,CEN13FA196,1,3/17/2013,3,Sunday,,,South Bend,IN,USA,2,3,FATL,DEST,91,AIR ,BUS ,SCF-PP,ENR
0.237993837,0.73686629,WPR13LA154,1,3/18/2013,3,Monday,452532N,1225643W,Hillsboro,OR,USA,0,0,NONE,SUBS,91,AIR ,INST,OTHR,TOF
-0.456825684,0.423961508,CEN13LA198,1,3/10/2013,3,Sunday,362220N,0940625W,Rogers,AR,USA,0,0,NONE,SUBS,91,AIR ,BUS ,TURB,LDG
0.088695198,-0.40120716,CEN13LA199,1,3/15/2013,3,Friday,395432N,1050702W,Broomfield,CO,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOLI,ICL
-0.880446304,-0.101131838,WPR13CA153,1,3/18/2013,3,Monday,405219N,1115539W,Bountiful,UT,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
0.267448439,-0.499126579,ANC13LA033,1,3/14/2013,3,Thursday,610321N,1511349E,Tyonek,AK,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
-0.950150559,-0.228836911,ANC13CA034,1,3/17/2013,3,Sunday,612800N,1502400W,Big Lake,AK,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
-0.510457689,1.325899839,WPR13CA155,1,3/17/2013,3,Sunday,345108N,1122450W,Chino Valley,AZ,USA,0,0,NONE,SUBS,91,HELI,INST,ARC,LDG
0.190420882,-0.286066836,ERA13LA175,1,3/16/2013,3,Saturday,284922N,0814831W,Leesburg,FL,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-NP,MNV
0.432930479,0.325800525,CEN13LA201,1,3/15/2013,3,Friday,445700N,0940401W,Winsted,MN,USA,0,0,NONE,SUBS,91,AIR ,BUS ,SCF-PP,APR
-0.822389088,0.749443454,CEN13CA200,1,3/16/2013,3,Saturday,400312N,1062208W,Kremmling,CO,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-G,LDG
0.631168842,1.12443144,ERA13LA180,1,3/19/2013,3,Tuesday,283022N,0804702W,Titusville,FL,USA,0,0,NONE,SUBS,91,HELI,INST,SCF-PP,ICL
-0.286994892,-0.443966902,CEN13CA202,1,3/17/2013,3,Sunday,423934N,0832508W,Pontiac,MI,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,TXI
0.161479602,0.824274891,WPR13CA158,1,3/20/2013,3,Wednesday,325736N,1124025W,Gila Bend,AZ,USA,0,0,NONE,SUBS,91,AIR ,INST,GCOL,TXI
-0.207359554,-0.270962216,CEN13CA203,1,3/21/2013,3,Thursday,355125N,1020046W,Dumas,TX,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,TOF
-0.007631339,-0.436761319,ERA13CA181,1,3/24/2013,3,Sunday,283713N,0805004W,Tistusville,FL,USA,0,0,NONE,SUBS,91,AIR ,PERS,WSTRW,TXI
0.922358439,1.194407069,WPR13CA160,1,3/25/2013,3,Monday,340745N,1172405W,Rialto,CA,USA,0,0,NONE,SUBS,91,HELI,INST,LOC-I,MNV
0.327877215,-0.511027097,WPR13LA161,1,3/25/2013,3,Monday,330239N,1115901W,Maricopa,AZ,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,ENR
0.355444706,0.439283087,CEN13CA206,1,2/13/2013,2,Wednesday,291231N,0993133W,Sabinal,TX,USA,0,0,NONE,SUBS,91,AIR ,BUS ,UIMC,APR
-0.39617099,1.077458085,ANC13CA035,1,3/24/2013,3,Sunday,661027N,1490713W,Stevens Village,AK,USA,0,0,NONE,SUBS,133,HELI,BUS ,LOC-G,LDG
-0.919222539,-0.179864627,WPR13CA162,1,3/19/2013,3,Tuesday,332723N,1114325W,Mesa,AZ,USA,0,0,NONE,SUBS,91,AIR ,PERS,LOC-G,LDG
0.396101278,0.549173488,WPR13CA164,1,3/23/2013,3,Saturday,335211N,1175828W,Fullerton,CA,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-I,TOF
-0.837327613,0.765158315,WPR13CA165,1,3/23/2013,3,Saturday,484510N,1222830W,Bellingham,WA,USA,0,0,NONE,SUBS,91,AIR ,INST,LOC-G,LDG
-0.104737126,0.169734841,CEN13FA205,1,3/26/2013,3,Tuesday,324226N,0983727W,Caddo,TX,USA,1,0,FATL,SUBS,91,HELI,PERS,LOC-I,LDG
0.332501383,-0.322216783,CEN13LA204,1,3/23/2013,3,Saturday,412653N,0903027W,Cordova,IL,USA,0,0,NONE,SUBS,91,AIR ,PERS,SCF-PP,MNV
0.290775554,0.725094722,CEN13CA207,1,3/26/2013,3,Tuesday,305456N,1025458W,Fort Stockton,TX,USA,0,0,NONE,SUBS,91,AIR ,INST,OTHR,APR
-0.873760826,-0.010084383,CEN13LA208,1,3/27/2013,3,Wednesday,350449N,1014523W,Amarillo,TX,USA,0,0,NONE,SUBS,91,AIR ,PERS,ARC,LDG
-0.805097917,0.8824037,WPR13CA166,1,3/16/2013,3,Saturday,381516N,1222602W,Sonoma,CA,USA,0,0,NONE,SUBS,91,AIR ,INST,ARC,LDG
0.667961052,1.154496147,WPR13LA167,1,3/27/2013,3,Wednesday,422833N,1142910W,Twin Falls,ID,USA,0,0,NONE,SUBS,91,HELI,INST,SCF-PP,APR
-0.735910929,1.00237117,CEN13LA209,1,3/26/2013,3,Tuesday,303517N,0962140W,College Station,TX,USA,0,0,NONE,SUBS,91,AIR ,INST,ARC,LDG
